file_name,folder,sub_path,data_source,period,quarter,file_type,size_kb,status,notes
New-Periods-Provider-Feb26-XLSX-379K-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,378.6,raw,
NonAdmitted-Commissioner-Feb26-XLSX-2M-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,2031.5,raw,
NonAdmitted-Provider-Feb26-XLSX-4M-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,4786.3,raw,
Admitted-Commissioner-Mar26-XLSX-2M-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,1909.5,raw,
Admitted-Provider-Mar26-XLSX-4M-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,4900.7,raw,
Full-CSV-data-file-Mar26-ZIP-4M-Dc1i9U.zip,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,zip,3535.5,raw,
Incomplete-Commissioner-Mar26-XLSX-4M-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,4249.8,raw,
Incomplete-Provider-Mar26-XLSX-9M-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,9945.8,raw,
New-Periods-Commissioner-Mar26-XLSX-150K-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,157.5,raw,
New-Periods-Provider-Mar26-XLSX-382K-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,388.5,raw,
NonAdmitted-Commissioner-Mar26-XLSX-2M-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,2040.7,raw,
NonAdmitted-Provider-Mar26-XLSX-4M-Dc1i9U.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Mar 2026 data,RTT referral-to-treatment (NHS England),2026-03,Q4 2025/26,xlsx,4945.4,raw,
Beds-publication-Timeseries-March-2020-May-2026.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation,Urgent & Emergency Care daily situation report,2020-03,Q4 2019/20,xlsx,73.4,raw,
202003-March-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,40.1,raw,
202004-April-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,39.5,raw,
202005-May-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,37.2,raw,
202006-June-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,33.7,raw,
202007-July-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,33.4,raw,
202008-August-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,33.5,raw,
202009-September-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,33.1,raw,
202010-October-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,33.4,raw,
202011-November-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,33.3,raw,
202012-December-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,62.6,raw,
202101-January-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,62.3,raw,
202102-February-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,62.5,raw,
202103-March-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2021-2020-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2021,,xlsx,62.2,raw,
202104-April-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,63.1,raw,
202105-May-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,60.3,raw,
202106-June-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,61.2,raw,
202107-July-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,60.4,raw,
202108-August-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,60.5,raw,
202109-September-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,58.3,raw,
202110-October-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,58.5,raw,
202111-November-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,58.4,raw,
202112-December-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022,,xlsx,58.3,raw,
202201-January-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-01,Q4 2021/22,xlsx,59.1,raw,
202202-February-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-02,Q4 2021/22,xlsx,58.6,raw,
202203-March-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2022-2021-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-03,Q4 2021/22,xlsx,58.5,raw,
202204-April-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-04,Q1 2022/23,xlsx,51.5,raw,
202205-May-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-05,Q1 2022/23,xlsx,59.0,raw,
202206-June-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-06,Q1 2022/23,xlsx,56.7,raw,
202207-July-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-07,Q2 2022/23,xlsx,59.9,raw,
202208-August-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-08,Q2 2022/23,xlsx,60.1,raw,
202209-September-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-09,Q2 2022/23,xlsx,59.0,raw,
202210-October-2022-sitrep-data-FINAL-with-covid-voids.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-10,Q3 2022/23,xlsx,68.9,raw,
202211-November-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-11,Q3 2022/23,xlsx,68.1,raw,
202212-December-2022-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2022-12,Q3 2022/23,xlsx,68.9,raw,
202301-January-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-01,Q4 2022/23,xlsx,68.6,raw,
202302-February-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-02,Q4 2022/23,xlsx,68.2,raw,
202303-March-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2023-2022-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-03,Q4 2022/23,xlsx,74.1,raw,
202304-April-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-04,Q1 2023/24,xlsx,67.8,raw,
202305-May-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-05,Q1 2023/24,xlsx,68.4,raw,
202306-June-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-06,Q1 2023/24,xlsx,68.7,raw,
202307-July-2023-sitrep-data-FINAL.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-07,Q2 2023/24,xlsx,71.6,raw,
202308-August-2023-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-08,Q2 2023/24,xlsx,140.1,raw,
202309-September-2023-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-09,Q2 2023/24,xlsx,132.9,raw,
202310-October-2023-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-10,Q3 2023/24,xlsx,135.2,raw,
202311-November-2023-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-11,Q3 2023/24,xlsx,134.6,raw,
202312-December-2023-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2023-12,Q3 2023/24,xlsx,133.7,raw,
202401-January-2024-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-01,Q4 2023/24,xlsx,130.3,raw,
202402-February-2024-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-02,Q4 2023/24,xlsx,131.0,raw,
202403-March-2024-sitrep-data-FINAL-revised-1.xlsx,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2024-2023-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-03,Q4 2023/24,xlsx,131.9,raw,
202404-April-2024-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-04,Q1 2024/25,csv,1483.6,raw,
202405-May-2024-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-05,Q1 2024/25,csv,1483.6,raw,
202406-June-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-06,Q1 2024/25,csv,1438.1,raw,
202407-July-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-07,Q2 2024/25,csv,1483.6,raw,
202408-August-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-08,Q2 2024/25,csv,1483.5,raw,
202409-September-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-09,Q2 2024/25,csv,1483.5,raw,
202410-October-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-10,Q3 2024/25,csv,1483.9,raw,
202411-November-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-11,Q3 2024/25,csv,1483.7,raw,
202412-December-2024-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2024-12,Q3 2024/25,csv,1412.6,raw,
202501-January-2025-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-01,Q4 2024/25,csv,1413.7,raw,
202502-February-2025-beds-sitrep-data-FINAL-revised.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-02,Q4 2024/25,csv,1413.7,raw,
202503-March-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2025-2024-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-03,Q4 2024/25,csv,1430.5,raw,
202504-April-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-04,Q1 2025/26,csv,1430.4,raw,
202505-May-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-05,Q1 2025/26,csv,1430.4,raw,
202506-June-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-06,Q1 2025/26,csv,1430.3,raw,
202507-July-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-07,Q2 2025/26,csv,1430.3,raw,
202508-August-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-08,Q2 2025/26,csv,1430.3,raw,
202509-September-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-09,Q2 2025/26,csv,1430.3,raw,
202510-October-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-10,Q3 2025/26,csv,1430.4,raw,
202511-November-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-11,Q3 2025/26,csv,1430.4,raw,
202512-December-2025-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2025-12,Q3 2025/26,csv,1430.3,raw,
202601-January-2026-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2026-01,Q4 2025/26,csv,1430.5,raw,
202602-February-2026-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2026-02,Q4 2025/26,csv,1430.4,raw,
202603-March-2026-beds-sitrep-data-finalversion-v2-CSV.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-2025-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2026-03,Q4 2025/26,csv,1434.1,raw,
202604-April-2026-beds-sitrep-data-finalversion.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2026-04,Q1 2026/27,csv,1344.2,raw,
202605-May-2026-beds-sitrep-data-provisionalversion.csv,uec_sitrep,uec_sitrep/Urgent and Emergency Care Daily Situation/2026-beds-sitrep-data-finalversion,Urgent & Emergency Care daily situation report,2026-05,Q1 2026/27,csv,1344.1,raw,
WLMDS-Demographics-Geography-to-26-April-2026-v1.csv,wlmds,wlmds/WLMDS,Waiting List Minimum Data Set (demographics/fairness),2026-04,Q1 2026/27,csv,2040.0,raw,
WLMDS-Demographics-Specialty-to-26-April-2026-v1.csv,wlmds,wlmds/WLMDS,Waiting List Minimum Data Set (demographics/fairness),2026-04,Q1 2026/27,csv,212.1,raw,
WLMDS-Demographics-Summary-to-26-April-2026-v1.xlsx,wlmds,wlmds/WLMDS,Waiting List Minimum Data Set (demographics/fairness),2026-04,Q1 2026/27,xlsx,516.8,raw,
WLMDS-Demographics-Timeseries-to-26-April-2026-v1.csv,wlmds,wlmds/WLMDS,Waiting List Minimum Data Set (demographics/fairness),2026-04,Q1 2026/27,csv,274.8,raw,
WLMDS-Summary-to-26-Apr-2026.xlsx,wlmds,wlmds/WLMDS,Waiting List Minimum Data Set (demographics/fairness),2026-04,Q1 2026/27,xlsx,313.7,raw,
